id,name,role
1001830,Hugh Dancy,Luke Brandon
1001830,Krysten Ritter,Suze
1001832,Kingsley Ben-Adir,Bob Marley
1001832,Lashana Lynch,Rita Marley
1001832,James Norton,Chris Blackwell
1001833,Josh Hutcherson,Walter Budwing
1001833,Jonah Bobo,Danny Budwing
1001833,Dax Shepard,Astronaut
1001835,Jessica Rothe,Theresa ‘Tree’ Gelbman
1001835,Israel Broussard,Carter Davis
1001835,Ruby Modine,Lori Spengler
1001837,Jack Nicholson,Melvin Udall
1001837,Helen Hunt,Carol Connelly
1001837,Greg Kinnear,Simon Bishop
1001840,Megumi Ogata,Yuta Okkotsu (voice)
1001840,Kana Hanazawa,Rika Orimoto (voice)
1001840,Yuichi Nakamura,Satoru Gojo (voice)
1001841,Alisha Weir,Matilda Wormwood
1001841,Emma Thompson,Agatha Trunchbull
1001841,Lashana Lynch,Miss Honey
1001842,Thandiwe Newton,Ginger (voice)
1001842,Zachary Levi,Rocky (voice)
1001842,Bella Ramsey,Molly (voice)
1001843,Tadanobu Asano,Kakihara
1001843,Nao Omori,Ichi
1001843,Shinya Tsukamoto,Jijii
1001844,Emily Blunt,Mary Poppins
1001844,Lin-Manuel Miranda,Jack
1001844,Ben Whishaw,Michael Banks
1001845,Jake Gyllenhaal,Master Sergeant John Kinley
1001845,Dar Salim,Ahmed
1001845,Sean Sagar,Charlie 'Jizzy' Crow
1001846,Leonardo DiCaprio,Frank Wheeler
1001846,Kate Winslet,April Wheeler
1001846,Kathy Bates,Mrs. Helen Givings
1001847,A.J. Cook,Kimberly Corman
1001847,Ali Larter,Clear Rivers
1001847,Michael Landes,Officer Thomas Burke
1001850,Jim Carrey,Scrooge / Ghosts of Christmas (voice)
1001850,Gary Oldman,Bob Cratchit / Marley / Tiny Tim (voice)
1001850,Colin Firth,Fred (voice)
1001851,Anna Kendrick,Beca Mitchell
1001851,Rebel Wilson,"Patricia ""Fat Amy"" Hobart"
1001851,Brittany Snow,Chloe Beale
1001852,Melissa McCarthy,Susan Cooper
1001852,Rose Byrne,Raina Boyanov
1001852,Jason Statham,Rick Ford
1001854,Ariana DeBose,Asha (voice)
1001854,Chris Pine,King Magnifico (voice)
1001854,Alan Tudyk,Valentino (voice)
1001855,Sid Haig,Captain Spaulding
1001855,Bill Moseley,Otis B. Driftwood
1001855,Sheri Moon Zombie,Baby Firefly
1001856,Riley Keough,Grace
1001856,Jaeden Martell,Aidan
1001856,Lia McHugh,Mia
1001858,Luke Wilson,"Cpl. ""Average Joe"" Bauers / ""Not Sure"""
1001858,Maya Rudolph,Rita
1001858,Dax Shepard,Frito Pendejo
1001859,Charlize Theron,Andromache of Scythia / Andy
1001859,KiKi Layne,Nile Freeman
1001859,Veronica Ngo,Quynh
1001860,Bruce Willis,John McClane
1001860,Samuel L. Jackson,Zeus Carver
1001860,Jeremy Irons,Simon
1001861,Stephen Graham,Andy Jones
1001861,Vinette Robinson,Carly
1001861,Alice May Feetham,Beth
1001862,Paul Dano,Calvin
1001862,Zoe Kazan,Ruby
1001862,Chris Messina,Harry
1001863,Adam Sandler,Dracula (voice)
1001863,Andy Samberg,Johnny Loughran (voice)
1001863,Selena Gomez,Mavis Dracula (voice)
1001864,Odessa A'zion,Riley McKendry
1001864,Jamie Clayton,The Priest
1001864,Adam Faison,Colin
1001865,Jason Bateman,Simon Callem
1001865,Rebecca Hall,Robyn Callem
1001865,Joel Edgerton,Gordo Mosley
1001866,Ben Affleck,Chris Wolff
1001866,Anna Kendrick,Dana Cummings
1001866,J.K. Simmons,Ray King
1001867,Song Kang-ho,Dong-jin
1001867,Shin Ha-kyun,Ryu
1001867,Bae Doona,Yeong-mi
1001868,Teresa Palmer,Rebecca
1001868,Maria Bello,Sophie
1001868,Gabriel Bateman,Martin
1001871,Mark Ruffalo,Robert Bilott
1001871,Anne Hathaway,Sarah Bilott
1001871,Tim Robbins,Tom Terp
1001874,Rudy Youngblood,Jaguar Paw
1001874,Raoul Max Trujillo,Zero Wolf
1001874,Gerardo Taracena,Middle Eye
1001875,Evan Rachel Wood,Old Dolio
1001875,Debra Winger,Theresa
1001875,Gina Rodriguez,Melanie
1001877,Owen Wilson,John Grogan
1001877,Jennifer Aniston,Jennifer Grogan
1001877,Eric Dane,Sebastian Tunney
1001878,Rene Russo,Rhodora Haze
1001878,Jake Gyllenhaal,Morf Vandewalt
1001878,Zawe Ashton,Josephina
1001879,Parminder Nagra,Jesminder 'Jess' Kaur Bhamra
1001879,Keira Knightley,Juliette 'Jules' Paxton
1001879,Jonathan Rhys Meyers,Joe
1001881,Robin Williams,Armand Goldman
1001881,Nathan Lane,Albert
1001881,Dan Futterman,Val Goldman
1001882,Adam Sandler,Hubie Dubois
1001882,Kevin James,Sgt. Steve Downey
1001882,Julie Bowen,Violet Valentine
1001887,Bill Farmer,Goofy (voice)
1001887,Jason Marsden,Max (voice)
1001887,Rob Paulsen,P.J. (voice)
1001888,Jake Gyllenhaal,Anthony Swofford
1001888,Jamie Foxx,Staff Sgt. Sykes
1001888,Peter Sarsgaard,Alan Troy
1001889,Kurt Russell,Sheriff Franklin Hunt
1001889,Patrick Wilson,Arthur O'Dwyer
1001889,Richard Jenkins,Chicory
1001890,Sigourney Weaver,Ripley
1001890,Winona Ryder,Call
1001890,Dominique Pinon,Vriess
1001892,Russell Crowe,Father Gabriele Amorth
1001892,Daniel Zovatto,Father Esquibel
1001892,Alex Essoe,Julia
1001895,John Cusack,Mike Enslin
1001895,Samuel L. Jackson,Gerald Olin
1001895,Mary McCormack,Lilly Enslin
1001897,Denzel Washington,"Joe ""Deke"" Deacon"
1001897,Rami Malek,Jim Baxter
1001897,Jared Leto,Albert Sparma
1001899,Tom Hardy,Michael Peterson / Charles Bronson
1001899,Matt King,Paul Daniels
1001899,James Lance,Phil
1001902,Ray Romano,Manny (voice)
1001902,John Leguizamo,Sid (voice)
1001902,Denis Leary,Diego (voice)
1001903,Edward Norton,Will Graham
1001903,Anthony Hopkins,Hannibal Lecter
1001903,Ralph Fiennes,Francis Dolarhyde / Red Dragon
1001904,Kaya Scodelario,Haley
1001904,Barry Pepper,Dave
1001904,Morfydd Clark,Beth
1001910,Ray Winstone,Gal
1001910,Ben Kingsley,Don Logan
1001910,Ian McShane,Teddy Bass
1001911,Charlize Theron,Charlotte Field
1001911,Seth Rogen,Fred Flarsky
1001911,O'Shea Jackson Jr.,Lance
1001912,Christina Ricci,Kathleen 'Kat' Harvey
1001912,Bill Pullman,Dr. James Harvey
1001912,Malachi Pearson,Casper (voice)
1001914,Anna Faris,Shelley
1001914,Colin Hanks,Oliver
1001914,Emma Stone,Natalie
1001916,Jessica Chastain,Tammy Faye Bakker
1001916,Andrew Garfield,Jim Bakker
1001916,Cherry Jones,Rachel Grover
1001917,Güneş Nezihe Şensoy,Lale
1001917,Doğa Zeynep Doğuşlu,Nur
1001917,Elit İşcan,Ece
1001918,Noah Ringer,Aang
1001918,Dev Patel,Prince Zuko
1001918,Nicola Peltz Beckham,Katara
1001920,George Clooney,Ryan Bingham
1001920,Vera Farmiga,Alex Goran
1001920,Anna Kendrick,Natalie Keener
1001921,Alicia Vikander,Lara Croft
1001921,Dominic West,Richard Croft
1001921,Walton Goggins,Mathias Vogel
1001922,Viggo Mortensen,Father
1001922,Kodi Smit-McPhee,Boy
1001922,Charlize Theron,Mother
1001925,James McAvoy,Wesley Gibson
1001925,Angelina Jolie,Fox
1001925,Morgan Freeman,Sloan
1001927,Rachel McAdams,Sigrit Ericksdottir
1001927,Will Ferrell,Lars Erickssong
1001927,Pierce Brosnan,Erick Erickssong
1001928,Tobin Bell,John Kramer / Jigsaw
1001928,Costas Mandylor,Mark Hoffman
1001928,Mark Rolston,Dan Erickson
1001929,Jake Gyllenhaal,Davis Mitchell
1001929,Naomi Watts,Karen Moreno
1001929,Chris Cooper,Phil Eastwood
1001931,Emma Thompson,Elinor Dashwood
1001931,Kate Winslet,Marianne Dashwood
1001931,Alan Rickman,Colonel Christopher Brandon
1001932,Jorma Tommila,Aatami
1001932,Aksel Hennie,Bruno
1001932,Jack Doolan,Wolf
1001933,Nicolas Cage,Cameron Poe
1001933,John Malkovich,"Cyrus ""The Virus"" Grissom"
1001933,John Cusack,Agent Vince Larkin
1001934,Chris Hemsworth,Tyler Rake
1001934,Golshifteh Farahani,Nik Khan
1001934,Adam Bessa,Yaz Khan
1001935,Jason Clarke,Louis Creed
1001935,Amy Seimetz,Rachel Creed
1001935,John Lithgow,Jud Crandall
1001938,Will Smith,Alex 'Hitch' Hitchens
1001938,Eva Mendes,Sara Melas
1001938,Kevin James,Albert Brennaman
1001939,Timothée Chalamet,Gatsby Welles
1001939,Elle Fanning,Ashleigh Enright
1001939,Selena Gomez,Shannon
1001942,Scarlett Johansson,Cristina
1001942,Rebecca Hall,Vicky
1001942,Javier Bardem,Juan Antonio Gonzalo
1001944,Matt Passmore,Logan Nelson
1001944,Tobin Bell,John Kramer / Jigsaw
1001944,Callum Keith Rennie,Detective Halloran
1001945,Robert Pattinson,Tyler Hawkins
1001945,Emilie de Ravin,Ally Craig
1001945,Pierce Brosnan,Charles Hawkins
1001948,Nicolas Cage,Johnny Blaze / Ghost Rider
1001948,Eva Mendes,Roxanne Simpson
1001948,Sam Elliott,Carter Slade / Phantom Rider
1001950,Dane DeHaan,Valerian
1001950,Cara Delevingne,Laureline
1001950,Clive Owen,Commander Arün Filitt
1001951,Emjay Anthony,Max Engel
1001951,Adam Scott,Tom Engel
1001951,Toni Collette,Sarah Engel
1001952,Russell Crowe,Captain Jack Aubrey
1001952,Paul Bettany,Dr. Stephen Maturin
1001952,James D'Arcy,1st Lt. Thomas Pullings
1001955,Jay Hernandez,Paxton
1001955,Derek Richardson,Josh
1001955,Eythor Gudjonsson,Oli
1001957,Karl Urban,Jacob Holland (voice)
1001957,Zaris-Angel Hator,Maisie Brumble (voice)
1001957,Jared Harris,Captain Crow (voice)
1001959,Angelina Jolie,Maleficent
1001959,Elle Fanning,Princess Aurora
1001959,Harris Dickinson,Prince Phillip
1001960,Anwar Congo,Self
1001960,Herman Koto,Self
1001960,Syamsul Arifin,Self
1001961,Lana Condor,Lara Jean Song Covey
1001961,Noah Centineo,Peter Kavinsky
1001961,Janel Parrish,Margot Song Covey
1001962,Scarlett Johansson,Major Mira Killian / Motoko Kusanagi
1001962,Takeshi Kitano,Chief Daisuke Aramaki
1001962,Michael Pitt,Kuze / Hideo
1001963,Matt Damon,Spirit (voice)
1001963,James Cromwell,The Colonel (voice)
1001963,Charles Napier,Roy (voice)
1001964,Mike Myers,Austin Powers / Dr. Evil / Goldmember / Fat Bastard
1001964,Beyoncé,Foxxy Cleopatra
1001964,Seth Green,Scott Evil
1001965,Sharlto Copley,Chappie
1001965,Dev Patel,Deon Wilson
1001965,Hugh Jackman,Vincent Moore
1001966,Amanda Seyfried,Sophie
1001966,Christopher Egan,Charlie
1001966,Gael García Bernal,Victor
1001969,Nicole Kidman,Celeste Wright
1001969,Reese Witherspoon,Madeline Mackenzie
1001969,Shailene Woodley,Jane Chapman
1001970,Demi Lovato,Mitchie Torres
1001970,Joe Jonas,Shane Gray
1001970,Meaghan Jette Martin,Tess Tyler
1001971,Rosie Traynor,June Palmer
1001971,David Pledger,Russell Palmer
1001971,Martin Sharpe,Mathew Palmer
1001972,Jim Carrey,Horton (voice)
1001972,Steve Carell,Mayor (voice)
1001972,Carol Burnett,Kangaroo (voice)
1001973,Hakim Faris,Naoufel (voice)
1001973,Victoire du Bois,Gabrielle (voice)
1001973,Patrick d'Assumçao,Gigi (voice)
1001974,Jane Adams,Joy Jordan
1001974,Jon Lovitz,Andy Kornbluth
1001974,Philip Seymour Hoffman,Allen
1001976,Song Kang-ho,Sang-hyun
1001976,Gang Dong-won,Dong-soo
1001976,Bae Doona,Su-jin
1001979,Meryl Streep,Julia Child
1001979,Amy Adams,Julie Powell
1001979,Stanley Tucci,Paul Child
1001984,Ambika Mod,Emma
1001984,Leo Woodall,Dexter
1001986,Dwayne Johnson,Bob Stone
1001986,Kevin Hart,Calvin Joyner
1001986,Amy Ryan,Pamela Harris
1001987,Channing Tatum,Mike Lane
1001987,Matthew McConaughey,Dallas
1001987,Alex Pettyfer,Adam
1001988,Jessica Chastain,Amy Loughren
1001988,Eddie Redmayne,Charles Cullen
1001988,Nnamdi Asomugha,Danny Baldwin
1001990,Will Ferrell,Harold Crick
1001990,Maggie Gyllenhaal,Ana Pascal
1001990,Dustin Hoffman,Professor Jules Hilbert
1001991,Helen Hunt,Dr. Jo Harding
1001991,Bill Paxton,Bill Harding
1001991,Cary Elwes,Dr. Jonas Miller
1001992,Miley Cyrus,Miley Stewart / Hannah Montana
1001992,Billy Ray Cyrus,Robby Stewart
1001992,Emily Osment,Lilly Truscott
1001993,Ariela Barer,Xochitl
1001993,Kristine Froseth,Rowan
1001993,Lukas Gage,Logan
1001996,Adam Sandler,Robbie Hart
1001996,Drew Barrymore,Julia Sullivan
1001996,Christine Taylor,Holly Sullivan
1001997,Trey Parker,Stan Marsh / Eric Cartman / Gregory / Satan / Mr. Garrison / Mr. Hat / Phillip Niles Argyle / Randy Marsh / Clyde Donovan / Tom - News Reporter / Midget In A Bikini / Canadian Ambassador / Bombardiers / Mr. Mackey / Army General / Ned Gerblanski / Christ…
1001997,Matt Stone,Kyle Broflovski / Kenny McCormick / Saddam Hussein / Terrance Henry Stoot / Big Gay Al / Ticket Taker / Stuart McCormick / Jimbo Kearn / Gerald Broflovski / Butters Stotch / Additional Voices (voice)
1001997,Mary Kay Bergman,Liane Cartman / Sheila Broflovski / Sharon Marsh / Carol McCormick / Wendy Testaburger / Clitoris / Additional Voices (voice)
1001998,Sydney Sweeney,Reality Winner
1001998,Josh Hamilton,Agent Garrick
1001998,Marchánt Davis,Agent Taylor
1002001,Alan Tudyk,Tucker
1002001,Tyler Labine,Dale
1002001,Katrina Bowden,Allison
1002003,Chris Hemsworth,Henry / Agent H
1002003,Tessa Thompson,Molly Wright / Agent M
1002003,Rebecca Ferguson,Riza Stavros
1002005,Fernanda Montenegro,"Isadora ""Dora"" Teixeira"
1002005,Vinícius de Oliveira,Josué Fontenele de Paiva
1002005,Marília Pêra,Irene
1002006,Charlize Theron,Aileen Wuornos
1002006,Christina Ricci,Selby Wall
1002006,Bruce Dern,Thomas
1002007,Chloë Grace Moretz,Cameron
1002007,John Gallagher Jr.,Reverend Rick
1002007,Sasha Lane,Jane
1002008,Anna Kendrick,Poppy (voice)
1002008,Justin Timberlake,Branch (voice)
1002008,Zooey Deschanel,Bridget (voice)
1002010,Ulrich Thomsen,Christian
1002010,Henning Moritzen,Faderen
1002010,Thomas Bo Larsen,Michael
1002013,Rosario Dawson,Gabbie
1002013,Chase W. Dillon,Travis
1002013,LaKeith Stanfield,Ben Matthias
1002014,Lim Soo-jung,Su-mi
1002014,Moon Geun-young,Su-yeon
1002014,Yum Jung-ah,Eun-joo
1002024,Jonathan Majors,Nat Love
1002024,Idris Elba,Rufus Buck
1002024,Regina King,Trudy Smith
1002026,Jeremy Theobald,The Young Man
1002026,Alex Haw,Cobb
1002026,Lucy Russell,The Blonde
1002027,Miles Teller,Reed Richards / Mr. Fantastic
1002027,Michael B. Jordan,Johnny Storm / The Human Torch
1002027,Kate Mara,Sue Storm / Invisible Woman
1002030,Casey Affleck,Patrick Kenzie
1002030,Michelle Monaghan,Angie Gennaro
1002030,Morgan Freeman,Jack Doyle
1002033,Emma Roberts,Claire Brown
1002033,JoJo,Hailey Rogers
1002033,Sara Paxton,Aquamarine
1002034,Shia LaBeouf,Kale Brecht
1002034,Sarah Roemer,Ashley Carlson
1002034,Carrie-Anne Moss,Julie Brecht
1002035,H. Jon Benjamin,Bob Belcher / Jimmy Jr. / Ms. Labonz (voice)
1002035,Kristen Schaal,Louise Belcher (voice)
1002035,John Roberts,Linda Belcher / Jocelyn (voice)
1002036,Zendaya,Rue Bennett
1002036,Hunter Schafer,Jules Vaughn
1002036,Jacob Elordi,Nate Jacobs
1002037,Chris Pratt,Dan Forester
1002037,Yvonne Strahovski,Colonel Muri Forester
1002037,J.K. Simmons,James Forester
1002040,Josephine Langford,Tessa Young
1002040,Hero Fiennes Tiffin,Hardin Scott
1002040,Shane Paul McGhie,Landon Gibson
1002043,Chris Hemsworth,Steve Abnesti
1002043,Miles Teller,Jeff
1002043,Jurnee Smollett,Lizzy
1002045,Nicolas Cage,Frank Pierce
1002045,Patricia Arquette,Mary Burke
1002045,John Goodman,Larry Verber
1002046,Ali Wong,Sasha
1002046,Randall Park,Marcus
1002046,Keanu Reeves,Keanu Reeves
1002047,Julia Roberts,Georgia Cotton
1002047,George Clooney,David Cotton
1002047,Kaitlyn Dever,Lily Cotton
1002048,Vera Farmiga,Lorraine Warren
1002048,Patrick Wilson,Ed Warren
1002048,Mckenna Grace,Judy Warren
1002049,Billy Eichner,Bobby Leiber
1002049,Luke Macfarlane,Aaron
1002049,Guy Branum,Henry
1002050,Sandra Drzymalska,Kasandra
1002050,Isabelle Huppert,The Countess
1002050,Lorenzo Zurzolo,Vito
1002053,Mark Wahlberg,Pete Wagner
1002053,Rose Byrne,Ellie Wagner
1002053,Allyn Rachel,Kim
1002055,Mia Wasikowska,Alice Kingsleigh
1002055,Johnny Depp,Mad Hatter
1002055,Anne Hathaway,White Queen
1002057,Jelani Cobb,Self
1002057,Angela Davis,Self
1002057,"Henry Louis Gates, Jr.",Self
1002061,Tom Hanks,Michael Sullivan
1002061,Tyler Hoechlin,"Michael Sullivan, Jr."
1002061,Paul Newman,John Rooney
1002062,Jack Black,Nacho
1002062,Ana de la Reguera,Sister Encarnación
1002062,Héctor Jiménez,Esqueleto
1002064,Johnny Depp,William Blake
1002064,Gary Farmer,Nobody
1002064,Crispin Glover,Train Fireman
1002069,Nicolas Cage,Yuri Orlov
1002069,Bridget Moynahan,Ava Fontaine Orlov
1002069,Jared Leto,Vitaly Orlov
1002070,Jennifer Lawrence,Dominika Egorova
1002070,Joel Edgerton,"Nathaniel ""Natan"" Nash"
1002070,Matthias Schoenaerts,Vanya Egorova
1002074,Pierce Brosnan,James Bond
1002074,Sean Bean,Alec Trevelyan
1002074,Izabella Scorupco,Natalya Fyodorovna Simonova
1002076,Noomi Rapace,The Settman Siblings
1002076,Glenn Close,Nicolette Cayman
1002076,Willem Dafoe,Terrence Settman
1002079,Richard Farnsworth,Alvin
1002079,Sissy Spacek,Rose
1002079,Jane Galloway Heitz,Dorothy
1002081,Tilda Swinton,Jessica Holland
1002081,Agnes Brekke,Karen Holland
1002081,Daniel Giménez Cacho,Juan Ospina
1002082,Tom Hardy,Ronald Kray / Reginald Kray
1002082,Emily Browning,Frances Shea
1002082,Christopher Eccleston,Leonard 'Nipper' Read
1002083,Jonah Hill,Ezra
1002083,Lauren London,Amira
1002083,Eddie Murphy,Akbar
1002084,Tatiana Maslany,Jennifer Walters / She-Hulk
1002084,Ginger Gonzaga,Nikki Ramos
1002084,Jameela Jamil,Mary MacPherran / Titania
1002093,Rachel Weisz,Ronit Krushka
1002093,Rachel McAdams,Esti Kuperman
1002093,Alessandro Nivola,Dovid Kuperman
1002094,Paul Terry,James Henry Trotter
1002094,Miriam Margolyes,Aunt Sponge / Glowworm (voice)
1002094,Joanna Lumley,Aunt Spiker
1002098,Leonardo DiCaprio,Richard
1002098,Virginie Ledoyen,Françoise
1002098,Guillaume Canet,Étienne
1002103,Jerrod Carmichael,Val
1002103,Christopher Abbott,Kevin
1002103,Tiffany Haddish,Natasha
1002104,Jason Statham,H
1002104,Holt McCallany,Bullet
1002104,Josh Hartnett,Boy Sweat Dave
1002106,Wesley Snipes,Eric Brooks / Blade
1002106,Kris Kristofferson,Abraham Whistler
1002106,Ron Perlman,Dieter Reinhardt
1002108,Ben Whishaw,Jean-Baptiste Grenouille
1002108,Alan Rickman,Richis
1002108,Rachel Hurd-Wood,Laura
1002109,Ryan Reynolds,Michael Bryce
1002109,Samuel L. Jackson,Darius Kincaid
1002109,Gary Oldman,Vladislav Dukhovich
1002110,Jesse Metcalfe,John Tucker
1002110,Brittany Snow,Kate
1002110,Ashanti,Heather
1002112,Arnold Schwarzenegger,Howard Langston
1002112,Sinbad,Myron Larabee
1002112,Phil Hartman,Ted Maltin
1002114,Taylor Lautner,Sharkboy
1002114,Taylor Dooley,Lavagirl
1002114,Cayden Boyd,Max
1002116,Annette Bening,Diana Nyad
1002116,Jodie Foster,Bonnie Stoll
1002116,Rhys Ifans,John Bartlett
1002124,Nicolas Cage,The Janitor
1002124,Emily Tosta,Liv Hawthorne
1002124,Beth Grant,Sheriff Eloise Lund
1002126,Julia Roberts,Captain Kate Hazeltine
1002126,Bradley Cooper,Holden Wilson
1002126,Anne Hathaway,Liz Curran
1002128,Julianne Moore,Carol
1002128,Xander Berkeley,Greg
1002128,Dean Norris,Mover
1002130,Tobin Bell,John Kramer / Jigsaw
1002130,Costas Mandylor,Mark Hoffman
1002130,Betsy Russell,Jill Tuck
1002131,Russell Crowe,Ben Wade
1002131,Christian Bale,Dan Evans
1002131,Peter Fonda,Byron McElroy
1002133,Mark Duplass,Josef
1002133,Desiree Akhavan,Sara
1002133,Karan Soni,Dave
1002137,Amy Winehouse,Self (archive footage)
1002137,Mark Ronson,Self
1002137,Tony Bennett,Self
1002138,Matt Damon,Paul Safranek
1002138,Christoph Waltz,Dusan Mirkovic
1002138,Hong Chau,Ngoc Lan Tran
1002141,Jackson A. Dunn,Brandon Breyer
1002141,Elizabeth Banks,Tori Breyer
1002141,David Denman,Kyle Breyer
1002142,Judah Lewis,Cole Johnson
1002142,Samara Weaving,Bee
1002142,Jenna Ortega,Phoebe Atwell
1002143,Hsuan-yen Tsai,Li Ro-nan
1002143,Ven Kao,Hsieh Chi-ming
1002143,Sin-Ting Huang,Chen Le-tung / Dodo
1002145,Haley Lu Richardson,Hadley Sullivan
1002145,Ben Hardy,Oliver Jones
1002145,Rob Delaney,Andrew Sullivan
1002149,Ice Cube,Craig
1002149,Chris Tucker,Smokey
1002149,Nia Long,Debbie
1002151,Natsuki Hanae,Tanjiro Kamado (voice)
1002151,Akari Kito,Nezuko Kamado (voice)
1002151,Hiro Shimono,Zenitsu Agatsuma (voice)
1002152,Laysla De Oliveira,Becky DeMuth
1002152,Harrison Gilbertson,Travis McKean
1002152,Avery Whitted,Cal DeMuth
1002153,Samuel Blenkin,Davis McCardle
1002153,Myha'la,Pia
1002153,Daniel Portman,Stuart King
1002155,Fantasia Barrino,Celie Harris-Johnson
1002155,Taraji P. Henson,Shug Avery
1002155,Danielle Brooks,Sofia
1002156,Ron Perlman,Hellboy
1002156,Selma Blair,Liz Sherman
1002156,Doug Jones,Abe Sapien
1002157,Nicole Kidman,Suzanne Stone
1002157,Matt Dillon,Larry Maretto
1002157,Joaquin Phoenix,Jimmy Emmett
1002159,David Bowie,Self (archive footage)
1002159,Lou Reed,Self (archive footage)
1002159,Tina Turner,Self (archive footage)
1002160,Ryan Reynolds,One
1002160,Mélanie Laurent,Two
1002160,Manuel Garcia-Rulfo,Three
1002162,Tobey Maguire,David
1002162,Reese Witherspoon,Jennifer
1002162,William H. Macy,George Parker
1002163,Elliot Page,Hayley Stark
1002163,Patrick Wilson,Jeff Kohlver
1002163,Sandra Oh,Judy Tokuda
1002167,Eili Harboe,Thelma
1002167,Kaya Wilkins,Anja
1002167,Henrik Rafaelsen,Trond
1002170,Kevin Bacon,Sean Nokes
1002170,Robert De Niro,Father Bobby
1002170,Dustin Hoffman,Danny Snyder
1002172,Halle Berry,Jocinda Fowler
1002172,Patrick Wilson,Brian Harper
1002172,John Bradley,KC Houseman
1002174,Sandra Bullock,Lucy Eleanor Moderatz
1002174,Bill Pullman,Jack Callaghan
1002174,Peter Gallagher,Peter Callaghan
1002177,Sean Connery,John Patrick Mason
1002177,Nicolas Cage,Dr. Stanley Goodspeed
1002177,Ed Harris,"Brigadier General Francis X. Hummel, USMC"
1002179,Kenji Mizuhashi,Takaki Tohno (voice)
1002179,Yoshimi Kondou,Young Akari Shinohara (voice)
1002179,Satomi Hanamura,Kanae Sumida (voice)
1002183,Tom Cruise,Jack Reacher
1002183,Rosamund Pike,Helen Rodin
1002183,Richard Jenkins,D.A. Alex Rodin
1002186,Kaho Nakamura,Suzu Naito / Belle (voice)
1002186,Ryo Narita,Shinobu Hisatake (voice)
1002186,Shota Sometani,Shinjiro 'Kamishin' Chikami (voice)
1002187,Joey King,Elle Evans
1002187,Jacob Elordi,Noah Flynn
1002187,Joel Courtney,Lee Flynn
1002190,Christine Cavanaugh,Babe (voice)
1002190,Miriam Margolyes,Fly (voice)
1002190,Danny Mann,Ferdinand (voice)
1002193,Linda Hamilton,Sarah Connor
1002193,Mackenzie Davis,Grace
1002193,Natalia Reyes,"Daniella ""Dani"" Ramos"
1002194,Cher,Tess
1002194,Christina Aguilera,"Alice ""Ali"" Rose"
1002194,Eric Dane,Marcus Gerber
1002196,Ewan McGregor,Curt Wild
1002196,Jonathan Rhys Meyers,Brian Slade
1002196,Toni Collette,Mandy Slade
1002200,Piper Perabo,Rachel
1002200,Lena Headey,Luce
1002200,Matthew Goode,Heck
1002201,Rufus Sewell,John Murdoch
1002201,William Hurt,Inspector Frank Bumstead
1002201,Kiefer Sutherland,Dr. Daniel P. Schreber
1002202,Blake Lively,Nancy Adams
1002202,Óscar Jaenada,Carlos
1002202,Brett Cullen,Father
1002205,Martin Freeman,Jonathan Miller
1002205,Jenna Ortega,Cairo Sweet
1002205,Bashir Salahuddin,Boris Fillmore
1002207,James Badge Dale,James Lasombra
1002207,Marin Ireland,Nora Quail
1002207,Sasha Frolova,Amanda Quail
1002208,Eddie Murphy,Rudy Ray Moore
1002208,Wesley Snipes,D’Urville Martin
1002208,Da'Vine Joy Randolph,Lady Reed
1002213,George MacKay,Jack Marrowbone
1002213,Anya Taylor-Joy,Allie
1002213,Charlie Heaton,Billy Marrowbone
1002214,Aaron Paul,Cliff Stanfield
1002214,Josh Hartnett,David Ross
1002214,Kate Mara,Lana Stanfield
1002220,Steve Carell,Maxwell Smart
1002220,Anne Hathaway,Agent 99
1002220,Dwayne Johnson,Agent 23
1002223,T.J. Miller,Gene (voice)
1002223,James Corden,Hi-5 (voice)
1002223,Anna Faris,Jailbreak (voice)
1002226,Adam Sandler,Jakub Prochazka
1002226,Paul Dano,Hanus (voice)
1002226,Carey Mulligan,Lenka
1002230,Georgie Henley,Lucy Pevensie
1002230,Skandar Keynes,Edmund Pevensie
1002230,Ben Barnes,Caspian
1002231,Mark Wahlberg,Elliot Moore
1002231,Zooey Deschanel,Alma Moore
1002231,John Leguizamo,Julian
1002232,Lee Pace,Roy Walker / Black Bandit
1002232,Catinca Untaru,Alexandria
1002232,Jeetu Verma,Indian / Orange Picker
1002236,Shailene Woodley,"Beatrice ""Tris"" Prior"
1002236,Theo James,"Tobias ""Four"" Eaton"
1002236,Miles Teller,Peter Hayes
1002238,Shameik Moore,Malcolm
1002238,Zoë Kravitz,Nakia
1002238,A$AP Rocky,Dom
1002242,Martin Freeman,Arthur Dent
1002242,Yasiin Bey,Ford Prefect
1002242,Zooey Deschanel,Trillian
1002243,Ben Affleck,Tom 'Redfly' Davis
1002243,Oscar Isaac,Santiago 'Pope' Garcia
1002243,Charlie Hunnam,William 'Ironhead' Miller
1002244,Ben Affleck,Vic Van Allen
1002244,Ana de Armas,Melinda Van Allen
1002244,Tracy Letts,Don Wilson
1002248,Denzel Washington,Troy Maxson
1002248,Viola Davis,Rose Maxson
1002248,Stephen McKinley Henderson,Jim Bono
1002249,Dwayne Johnson,Ray Gaines
1002249,Alexandra Daddario,Blake Gaines
1002249,Carla Gugino,Emma Gaines
1002252,Elizabeth Mitchell,Senator Charlie Roan
1002252,Frank Grillo,Leo Barnes
1002252,Mykelti Williamson,Joe Dixon
